,id,date,price,bathrooms,sqft_lot,level
21062,9476010120,2015-03-21,670000.0,2.75,5155,high_standard
18746,1830300090,2015-04-01,670000.0,3.0,13001,high_standard
14118,2366400150,2015-04-29,670000.0,2.25,39000,high_standard
12617,976000790,2014-10-20,670000.0,2.5,4763,high_standard
21529,2487200490,2014-06-23,670000.0,2.5,5300,high_standard
6269,9831200221,2014-07-10,670000.0,2.5,1438,high_standard
13842,686300880,2015-04-27,670000.0,2.0,10078,high_standard
6177,8651610680,2014-08-01,670000.0,2.5,9086,high_standard
5066,923000414,2015-04-19,670000.0,1.75,8160,high_standard
7425,6388910280,2015-04-29,670000.0,2.5,25993,high_standard
4679,9839301055,2014-06-26,670000.0,1.5,4400,high_standard
4700,1189000245,2015-03-31,670000.0,2.0,4200,high_standard
2664,2402100055,2014-07-16,670000.0,3.0,5000,high_standard
9832,1245002445,2014-07-14,670000.0,1.75,7500,high_standard
12381,5135000160,2014-06-12,670000.0,2.5,6420,high_standard
13708,7555220150,2014-12-17,670000.0,2.25,9636,high_standard
12721,6619900120,2014-12-08,670000.0,3.5,9600,high_standard
7661,4322500110,2015-03-03,670000.0,1.75,5760,high_standard
12371,5315100393,2014-12-11,670000.0,1.0,16868,high_standard
21457,3629700120,2014-10-14,669950.0,3.0,1944,high_standard
493,3760000030,2014-10-30,669950.0,2.5,14062,high_standard
5194,7504110050,2014-06-26,669950.0,2.5,11877,high_standard
12620,7135521530,2014-10-28,669888.0,2.75,7591,high_standard
3002,546000930,2014-06-30,669500.0,2.25,4046,high_standard
9725,1774200060,2014-06-17,669000.0,2.75,35362,high_standard
17300,9828700235,2015-04-01,669000.0,1.0,4500,high_standard
21309,6056110460,2015-04-14,669000.0,2.5,1953,high_standard
19602,7203150330,2014-07-17,669000.0,2.5,4945,high_standard
2786,7631200292,2014-06-26,669000.0,1.75,10766,high_standard
12302,7278700069,2014-05-21,668750.0,2.5,6420,high_standard
4671,8635750090,2014-06-02,668500.0,2.5,5500,high_standard
5659,9346930250,2014-09-26,668500.0,2.25,9546,high_standard
1869,5561400260,2014-07-21,668000.0,3.5,42436,high_standard
6258,5406500480,2014-07-21,668000.0,2.5,4410,high_standard
14430,3856904655,2015-03-29,667750.0,1.0,4080,high_standard
15244,3142600130,2014-06-17,667500.0,2.0,3800,high_standard
14896,7214400095,2014-10-27,667500.0,2.0,4841,high_standard
13176,686800065,2014-11-19,667500.0,1.75,20423,high_standard
1610,324000350,2015-04-15,667500.0,3.0,4000,high_standard
16440,1126059022,2014-07-22,667400.0,2.5,40312,high_standard
20097,5693500846,2015-04-20,667000.0,1.75,1921,high_standard
16995,720079001,2014-06-26,667000.0,1.75,478288,high_standard
21353,8732900840,2014-07-22,667000.0,2.5,3819,high_standard
12155,7923100400,2015-01-30,667000.0,2.25,10360,high_standard
27,3303700376,2014-12-01,667000.0,1.0,1581,high_standard
14147,7174800760,2014-07-25,667000.0,2.0,5470,high_standard
13313,4443800555,2014-07-16,667000.0,1.75,3880,high_standard
9036,3339400515,2015-01-13,667000.0,2.75,31215,high_standard
7039,6908200080,2014-06-16,667000.0,1.5,8100,high_standard
13095,1231000458,2014-07-20,666570.0,2.0,7400,high_standard
16324,8961980290,2014-09-04,666500.0,2.5,6600,high_standard
4741,9508850100,2014-11-03,666000.0,2.25,31510,high_standard
14618,7694800180,2015-02-05,666000.0,2.5,2868,high_standard
11383,5700000465,2014-09-04,666000.0,2.5,5000,high_standard
4194,254000100,2014-06-20,665900.0,2.25,5453,high_standard
9067,3622069122,2014-09-03,665000.0,3.5,47480,high_standard
8627,1024049006,2015-01-14,665000.0,1.75,5040,high_standard
9476,222069057,2015-03-30,665000.0,3.5,95832,high_standard
17553,7135521680,2014-05-22,665000.0,2.5,17388,high_standard
11024,1822039225,2014-07-25,665000.0,2.5,54450,high_standard
5794,8032700010,2014-07-16,665000.0,2.5,3000,high_standard
10034,3423600060,2014-12-02,665000.0,1.75,3680,high_standard
18969,8682281510,2015-01-28,665000.0,2.5,6984,high_standard
7445,1592000680,2014-05-28,665000.0,2.5,10370,high_standard
9282,2780400035,2014-05-05,665000.0,2.5,5900,high_standard
2315,7640400070,2014-09-15,665000.0,2.5,8100,high_standard
6971,3401700185,2014-07-28,665000.0,2.0,52567,high_standard
11657,2195700270,2014-06-27,665000.0,2.5,35000,high_standard
15491,2050100250,2014-09-03,665000.0,2.5,15536,high_standard
140,4232901525,2014-06-27,665000.0,1.0,3200,high_standard
10052,9345400350,2014-07-18,665000.0,2.5,5000,high_standard
9434,1223089038,2014-07-11,665000.0,2.25,60984,high_standard
9903,1797501275,2015-05-07,665000.0,2.75,4000,high_standard
19095,871000155,2014-12-11,665000.0,1.0,5102,high_standard
17743,7214790110,2014-06-13,665000.0,2.5,43091,high_standard
13880,1982200330,2014-05-13,665000.0,2.0,5820,high_standard
5423,7955040080,2014-11-04,665000.0,2.75,8000,high_standard
18536,6430000945,2014-12-04,665000.0,2.0,4590,high_standard
18656,6918720100,2015-01-30,665000.0,3.0,9720,high_standard
2225,1778350270,2014-09-15,665000.0,2.5,10047,high_standard
8187,7436000205,2014-09-19,665000.0,1.0,24550,high_standard
20307,7234601142,2014-08-08,665000.0,2.25,929,high_standard
2158,4193500140,2014-09-11,665000.0,1.75,8000,high_standard
20179,4027700014,2015-02-25,665000.0,3.5,14155,high_standard
16615,7419700010,2014-07-07,665000.0,2.0,17788,high_standard
2780,6385260160,2015-03-09,665000.0,2.5,15411,high_standard
10950,5700002025,2015-02-18,665000.0,2.25,6000,high_standard
11047,4039100350,2015-04-23,665000.0,2.25,5300,high_standard
3961,9828202215,2014-09-05,665000.0,3.0,4400,high_standard
5434,3723800086,2014-06-24,665000.0,2.75,8346,high_standard
14287,2436700540,2014-10-01,665000.0,2.75,2960,high_standard
16758,2878600655,2014-07-18,665000.0,2.0,2640,high_standard
3454,1023089140,2015-01-06,665000.0,2.0,41275,high_standard
309,3204800200,2015-01-08,665000.0,2.75,10574,high_standard
2366,1702901180,2014-06-11,665000.0,3.0,4400,high_standard
13486,6705870040,2014-10-15,665000.0,2.5,7582,high_standard
6314,3066400080,2014-06-02,665000.0,2.5,10000,high_standard
16089,6154900005,2014-09-24,665000.0,2.75,7102,high_standard
19071,643300180,2014-05-23,665000.0,2.75,9550,high_standard
19870,710600160,2014-09-09,665000.0,3.5,3474,high_standard
17507,305010050,2014-12-31,665000.0,2.5,5936,high_standard
9157,6072760360,2015-03-21,665000.0,2.25,8149,high_standard
20469,2902201301,2014-12-16,664950.0,1.75,900,high_standard
21059,4058800439,2014-06-23,664950.0,3.0,7081,high_standard
17079,7446500010,2015-05-07,664500.0,2.25,9210,high_standard
13371,925059219,2014-10-23,664000.0,2.5,16200,high_standard
672,6067910030,2015-03-16,664000.0,2.75,11880,high_standard
14148,8635750330,2014-09-25,664000.0,2.5,8432,high_standard
16269,5297200089,2015-04-15,664000.0,1.75,5785,high_standard
846,8818900060,2014-11-25,664000.0,2.0,4080,high_standard
7932,2525059172,2014-11-25,664000.0,2.5,12196,high_standard
7414,7214400005,2015-03-13,663500.0,1.0,5200,high_standard
5935,5215200010,2014-06-26,663000.0,2.5,37843,high_standard
12897,6795100589,2014-10-10,663000.0,2.25,59677,high_standard
19604,7518504130,2014-06-26,663000.0,2.0,3876,high_standard
11303,6127010890,2015-04-27,663000.0,2.5,6246,high_standard
21177,3630130130,2014-11-12,663000.0,2.5,5125,high_standard
1665,6372000060,2014-05-23,662990.0,1.75,3600,high_standard
2704,5583200810,2015-04-02,662700.0,1.5,6900,high_standard
10,1736800520,2015-04-03,662500.0,2.5,9796,high_standard
14152,510000641,2015-01-30,662500.0,2.0,4200,high_standard
833,4037200075,2014-09-11,662500.0,2.25,25600,high_standard
529,339500160,2014-10-08,662000.0,1.75,36947,high_standard
10339,5490210320,2014-06-27,661500.0,2.5,7200,high_standard
12413,6087100070,2014-05-23,661254.0,4.0,6250,high_standard
4120,952004875,2014-06-02,661000.0,2.25,4600,high_standard
14053,3764500230,2014-08-21,661000.0,2.0,4418,high_standard
13688,3271301175,2014-08-15,661000.0,1.0,5800,high_standard
2536,1471590060,2014-06-19,661000.0,2.5,8058,high_standard
12065,1036400200,2015-02-13,661000.0,1.75,13125,high_standard
19212,3401700031,2014-08-22,661000.0,1.5,46173,high_standard
20473,9268850940,2014-12-23,661000.0,3.25,2074,high_standard
9550,7202470100,2014-12-10,661000.0,2.5,8196,high_standard
18163,5700000600,2014-07-02,660500.0,2.5,5500,high_standard
131,9545240070,2015-04-28,660500.0,2.25,9603,high_standard
15105,1710400007,2014-12-11,660000.0,2.0,2150,high_standard
19184,7504020970,2015-04-21,660000.0,2.25,13653,high_standard
120,7278700070,2015-01-02,660000.0,2.5,6474,high_standard
5457,3630120190,2015-03-26,660000.0,2.5,3995,high_standard
4094,424069233,2014-05-31,660000.0,2.25,40910,high_standard
897,4298100240,2014-08-05,660000.0,2.5,28243,high_standard
15706,1235700073,2015-03-18,660000.0,2.25,12615,high_standard
10160,809002675,2015-04-13,660000.0,2.0,6000,high_standard
2495,5160300030,2015-04-01,660000.0,1.75,10450,high_standard
10554,2877104316,2014-12-01,660000.0,1.5,4500,high_standard
16028,3797000290,2014-06-12,660000.0,3.0,2970,high_standard
12400,6446200060,2015-04-01,660000.0,2.5,35640,high_standard
15432,9346960050,2014-11-07,660000.0,2.5,9120,high_standard
20784,7203110240,2014-05-22,660000.0,2.5,4332,high_standard
20148,726059483,2014-11-21,660000.0,3.5,5175,high_standard
3274,3359500110,2014-06-24,660000.0,2.25,6000,high_standard
4779,3575305495,2015-04-13,660000.0,2.25,14913,high_standard
4396,7518506595,2014-08-26,660000.0,2.0,5100,high_standard
19741,5695000270,2014-11-03,660000.0,2.25,1680,high_standard
18161,2719100355,2014-11-04,660000.0,2.25,6150,high_standard
10998,2481600030,2014-07-01,660000.0,2.0,28500,high_standard
19254,8812401450,2014-12-29,660000.0,3.0,3745,high_standard
1113,3904940200,2014-06-20,660000.0,3.25,9273,high_standard
9251,9541600015,2015-02-11,660000.0,2.25,15375,high_standard
3179,4083801785,2015-03-13,660000.0,1.0,5000,high_standard
14282,7504010760,2015-02-12,660000.0,3.0,11900,high_standard
16037,7640400190,2015-02-13,660000.0,2.0,8141,high_standard
20176,8129700728,2015-04-14,660000.0,2.5,1729,high_standard
3084,3797002585,2014-07-09,660000.0,1.0,3500,high_standard
16657,9274202885,2014-05-08,660000.0,1.75,5750,high_standard
16248,7922900460,2014-12-05,660000.0,1.75,9032,high_standard
2867,7504030090,2014-06-01,660000.0,1.75,9900,high_standard
9113,1952200220,2014-06-03,660000.0,2.5,2798,high_standard
7782,9367200205,2015-03-24,660000.0,1.0,8195,high_standard
20775,7853400260,2014-05-13,660000.0,3.5,5196,high_standard
4358,4151800375,2014-12-04,660000.0,1.0,6263,high_standard
5696,7691800020,2014-07-09,660000.0,2.5,4543,high_standard
14815,326049060,2014-09-09,660000.0,2.5,11250,high_standard
19366,4178600040,2015-04-07,660000.0,2.5,15669,high_standard
7161,1036450170,2015-03-12,660000.0,3.5,3785,high_standard
17101,6073200010,2014-06-26,660000.0,1.0,9622,high_standard
11139,7942602080,2014-06-16,660000.0,1.75,2774,high_standard
18384,4046710180,2015-03-25,660000.0,3.5,37982,high_standard
11450,7203100550,2014-06-25,660000.0,2.75,4000,high_standard
9299,2723069146,2015-04-24,660000.0,2.5,186436,high_standard
14346,1868901120,2014-06-06,660000.0,1.75,3300,high_standard
3678,1868901295,2014-07-29,660000.0,2.25,3750,high_standard
12562,1562000120,2014-05-12,660000.0,2.5,10000,high_standard
18207,510003085,2014-06-23,660000.0,3.25,2850,high_standard
2280,7234601544,2014-08-25,660000.0,3.0,1825,high_standard
8257,579002600,2014-10-01,660000.0,1.75,5200,high_standard
12494,9276202160,2014-11-26,660000.0,2.0,5750,high_standard
20349,7502800050,2014-07-09,659950.0,2.75,9400,high_standard
20430,3034200087,2014-12-12,659950.0,3.0,7357,high_standard
21147,5631500285,2014-11-21,659950.0,2.5,9413,high_standard
4350,2770604079,2014-10-29,659950.0,2.5,1246,high_standard
19844,7502800030,2014-07-16,659950.0,2.75,9400,high_standard
3015,4035900015,2014-06-19,659500.0,3.0,18362,high_standard
7256,7974700122,2014-06-10,659500.0,1.75,5500,high_standard
3693,5021900265,2014-07-02,659000.0,2.0,10800,high_standard
20086,2768100512,2015-04-22,659000.0,2.5,1213,high_standard
20209,2902201300,2014-12-29,659000.0,1.75,904,high_standard
1238,1630700135,2014-11-19,659000.0,2.0,23625,high_standard
7830,2568300266,2014-05-30,659000.0,2.5,11375,high_standard
21325,2826079027,2014-11-12,659000.0,2.5,384634,high_standard
8794,1189000025,2014-09-05,659000.0,1.5,5040,high_standard
7927,924059233,2014-12-08,659000.0,2.0,9329,high_standard
829,7300200550,2015-03-19,659000.0,2.25,24931,high_standard
6659,305000170,2014-06-10,659000.0,2.5,6320,high_standard
3245,7518500855,2015-05-04,658600.0,2.0,4690,high_standard
1403,7880000060,2014-06-04,658588.0,2.25,41346,high_standard
17383,2402100715,2014-07-26,658500.0,1.0,5101,high_standard
13197,6681500205,2015-05-04,658500.0,2.25,5000,high_standard
16466,3905090130,2014-07-17,658100.0,2.5,8509,high_standard
7762,809002390,2015-01-15,658000.0,1.5,3190,high_standard
15371,7936500221,2015-01-14,658000.0,1.0,14244,high_standard
5255,1245003375,2015-04-08,658000.0,1.0,12005,high_standard
18322,7853310590,2014-05-29,658000.0,2.75,6166,high_standard
5271,7504060020,2015-01-22,657500.0,2.25,10370,high_standard
1534,4444800045,2015-04-20,657500.0,1.75,7560,high_standard
5503,4151800420,2014-08-15,657500.0,1.75,6002,high_standard
6828,9822700285,2014-09-18,657500.0,1.5,5000,high_standard
9660,1939120450,2014-05-22,657500.0,2.5,10496,high_standard
6087,7971300050,2014-07-10,657500.0,2.0,10960,high_standard
14128,2025760210,2014-06-11,657500.0,2.75,24190,high_standard
10208,4083300510,2014-05-05,657100.0,1.0,4240,high_standard
20355,7230200585,2015-02-04,657044.0,3.5,23786,high_standard
14590,6388930620,2014-07-10,657000.0,2.5,25038,high_standard
15449,1041500020,2014-09-08,657000.0,2.75,35380,high_standard
19701,2767601872,2015-01-19,657000.0,3.0,1281,high_standard
5798,7519000471,2014-06-25,657000.0,2.5,3375,high_standard
9262,8835400805,2014-05-22,657000.0,1.75,8520,high_standard
6705,4038700380,2014-08-26,657000.0,2.5,10190,high_standard
15736,8824900050,2014-06-12,656500.0,2.0,4750,high_standard
2646,3176600055,2014-07-17,656000.0,1.75,7475,high_standard
5079,6873000190,2015-03-11,656000.0,2.5,1763,high_standard
10880,4240400140,2014-08-20,656000.0,1.75,4300,high_standard
2951,7923500090,2014-10-20,655500.0,2.75,15800,high_standard
15947,226039075,2014-05-06,655500.0,3.5,8330,high_standard
15399,5603700095,2014-06-10,655275.0,1.75,11856,high_standard
8165,1797500530,2015-05-05,655100.0,1.0,4160,high_standard
19123,3764500090,2014-05-21,655000.0,3.5,13402,high_standard
1857,7856700990,2014-09-24,655000.0,2.25,9163,high_standard
7207,2826079145,2014-08-14,655000.0,2.5,46786,high_standard
14249,9839300775,2014-07-10,655000.0,2.25,4080,high_standard
10713,7214711260,2014-10-01,655000.0,2.5,34238,high_standard
5210,3886901795,2015-04-22,655000.0,5.0,6600,high_standard
9616,1687910100,2014-05-30,655000.0,2.25,8470,high_standard
16913,1592000050,2014-09-05,655000.0,2.5,9517,high_standard
1590,4221270340,2015-03-27,655000.0,2.5,4721,high_standard
15827,1656600280,2014-10-02,655000.0,2.5,24466,high_standard
18373,2193320450,2015-02-13,655000.0,3.0,8022,high_standard
17141,582000185,2014-08-21,655000.0,1.75,5520,high_standard
1193,7011201245,2014-11-07,655000.0,1.0,3600,high_standard
13664,6388920410,2015-04-23,655000.0,2.5,7916,high_standard
16058,5135000170,2014-08-06,655000.0,1.75,7620,high_standard
14775,1726069060,2015-04-09,655000.0,2.75,46609,high_standard
12264,7853240310,2015-03-18,655000.0,2.5,11306,high_standard
9993,1854900240,2014-05-28,655000.0,2.5,5669,high_standard
19791,976000903,2015-03-19,655000.0,2.25,1851,high_standard
2404,293910030,2014-10-08,655000.0,2.5,4412,high_standard
10452,8827900560,2014-10-31,655000.0,2.0,4480,high_standard
18324,5611500100,2014-05-22,655000.0,2.5,12394,high_standard
6907,871001365,2015-02-19,655000.0,1.75,5102,high_standard
19142,130000175,2014-08-06,655000.0,2.75,8197,high_standard
12055,8563050350,2015-03-06,655000.0,2.25,7725,high_standard
667,3300701615,2014-09-30,655000.0,2.5,4000,high_standard
2133,5249804510,2014-07-16,655000.0,2.0,4800,high_standard
19273,9164100035,2015-04-29,655000.0,1.0,5422,high_standard
230,8096000060,2015-04-13,655000.0,1.75,15798,high_standard
9983,3528900160,2014-10-01,655000.0,1.0,5250,high_standard
11902,3622069114,2014-09-09,655000.0,3.5,33106,high_standard
8763,8562970040,2014-05-16,655000.0,3.25,12353,high_standard
10204,3530200160,2014-06-03,654950.0,2.5,45902,high_standard
13599,1279300085,2015-03-18,654500.0,1.0,5000,high_standard
10457,6646200710,2015-04-09,654300.0,2.5,8582,high_standard
7286,8127700440,2014-12-11,654000.0,2.5,5500,high_standard
5419,5101404144,2014-07-24,654000.0,2.5,7540,high_standard
19233,8563001130,2014-08-28,654000.0,2.5,8968,high_standard
4202,3424089119,2015-05-01,654000.0,2.5,60840,high_standard
21165,8562790480,2014-10-06,654000.0,2.5,2873,high_standard
20693,8080400136,2014-06-20,654000.0,3.25,1565,high_standard
10828,293910070,2014-07-23,653750.0,2.5,4166,high_standard
14413,7524950730,2015-03-27,653675.0,2.25,7229,high_standard
20586,2902200016,2014-11-12,653500.0,2.5,1240,high_standard
7863,224069010,2014-07-25,653450.0,2.5,49658,high_standard
8899,3447000090,2015-04-28,653000.0,2.25,17300,high_standard
5820,4127000095,2014-10-29,653000.0,2.0,8429,high_standard
4929,9830200380,2014-09-17,653000.0,3.0,5067,high_standard
10666,8079100640,2014-12-01,653000.0,2.5,7000,high_standard
14698,441000065,2015-05-05,653000.0,1.5,5141,high_standard
6474,3630120480,2014-06-02,653000.0,2.5,3475,high_standard
16417,9238430660,2015-03-26,653000.0,2.25,57745,high_standard
168,3261020370,2014-06-05,653000.0,2.5,9750,high_standard
20411,7202280580,2015-01-06,653000.0,2.5,5137,high_standard
15982,1015000050,2015-01-06,652600.0,2.5,5900,high_standard
10060,1939000030,2014-06-27,652500.0,2.5,38677,high_standard
8392,3905010100,2014-06-15,652500.0,2.5,9122,high_standard
4643,9310300215,2015-05-06,652500.0,1.75,18253,high_standard
4638,1023079147,2014-08-20,652500.0,2.25,130244,high_standard
5873,6072760670,2014-12-03,652450.0,2.25,11835,high_standard
3549,7504400750,2015-01-05,652427.0,2.25,13129,high_standard
1477,1703050520,2015-04-14,652100.0,2.5,5017,high_standard
10615,1313000710,2014-10-03,652000.0,2.25,9600,high_standard
5812,2769602880,2014-10-02,652000.0,2.0,5000,high_standard
13469,871001085,2015-01-29,652000.0,1.0,6122,high_standard
1469,2856102336,2015-03-25,652000.0,2.0,4080,high_standard
11350,6430500238,2014-12-16,651500.0,1.5,3075,high_standard
5878,1703050420,2015-03-30,651100.0,2.5,5526,high_standard
1207,194000505,2014-09-04,651000.0,2.0,6440,high_standard
18570,7234601541,2014-07-28,651000.0,3.0,1834,high_standard
1390,8078460550,2014-05-13,651000.0,2.5,7140,high_standard
9155,721069087,2014-05-07,651000.0,2.5,108366,high_standard
16533,9550204450,2014-12-19,651000.0,1.5,4400,high_standard
20223,7853380480,2014-05-29,650880.0,2.5,6050,high_standard
4821,9839301060,2015-04-06,650500.0,1.75,4400,high_standard
17471,2205700470,2015-01-22,650500.0,4.25,11412,high_standard
10907,381000240,2014-08-06,650500.0,1.75,5940,high_standard
12390,224069105,2015-04-10,650100.0,1.0,60872,high_standard
8896,2174503441,2014-07-03,650000.0,1.5,4500,high_standard
6172,8084400010,2015-03-16,650000.0,1.0,6750,high_standard
156,6388930390,2014-11-20,650000.0,3.5,25245,high_standard
6179,9136102057,2014-09-05,650000.0,2.5,3139,high_standard
11144,7732500270,2014-09-25,650000.0,2.5,15000,high_standard
19944,2423069039,2014-08-06,650000.0,2.5,51836,high_standard
9812,9265200060,2014-10-07,650000.0,4.5,9100,high_standard
16986,3210700170,2014-12-02,650000.0,2.0,8976,high_standard
8727,6635000110,2015-03-31,650000.0,2.5,3332,high_standard
3744,7974700112,2014-07-14,650000.0,2.5,6500,high_standard
7464,8078360080,2014-06-23,650000.0,2.5,7351,high_standard
9085,3222049055,2015-01-16,650000.0,1.75,19386,high_standard
3075,2926049382,2014-12-08,650000.0,2.0,10501,high_standard
17248,725069102,2015-03-30,650000.0,2.25,60112,high_standard
19643,6980500030,2014-12-11,650000.0,2.5,4500,high_standard
10587,9573120260,2014-06-10,650000.0,2.25,9731,high_standard
7368,2405500050,2014-06-06,650000.0,2.5,9354,high_standard
526,7202331420,2014-06-20,650000.0,2.5,6587,high_standard
19295,2450000165,2014-06-18,650000.0,1.5,8114,high_standard
11065,2592200030,2014-06-18,650000.0,1.75,9370,high_standard
3624,2767602141,2014-12-22,650000.0,1.5,4290,high_standard
5765,2877100235,2014-12-22,650000.0,2.0,3500,high_standard
6222,5016001060,2014-05-30,650000.0,2.5,2500,high_standard
17465,1842390130,2014-10-24,650000.0,2.5,19864,high_standard
11292,5035300570,2014-09-23,650000.0,2.0,5000,high_standard
13097,7923100410,2014-10-09,650000.0,1.75,8215,high_standard
500,7852170140,2015-05-10,650000.0,2.5,5438,high_standard
11522,524059208,2015-02-20,650000.0,1.75,10454,high_standard
9847,4400200060,2014-10-21,650000.0,2.0,4667,high_standard
17514,4206901435,2015-01-22,650000.0,1.75,4000,high_standard
20465,8029770410,2015-04-20,650000.0,2.5,8530,high_standard
2966,3176100110,2014-05-06,650000.0,1.5,7475,high_standard
18696,161000120,2014-11-18,650000.0,2.0,4497,high_standard
21449,9268200484,2014-05-13,650000.0,2.5,4861,high_standard
16240,7202270440,2014-10-23,650000.0,2.5,5612,high_standard
6180,1266200130,2014-06-15,650000.0,1.75,9484,high_standard
8288,9828200762,2014-06-28,650000.0,1.0,2542,high_standard
18758,5101404482,2014-09-29,650000.0,2.5,6380,high_standard
20272,3630130010,2014-07-14,650000.0,2.5,4363,high_standard
611,2321300390,2014-11-05,650000.0,2.0,3388,high_standard
19154,8126300410,2014-07-25,650000.0,1.75,12000,high_standard
6360,7853240660,2014-08-20,650000.0,2.5,7831,high_standard
3399,249000115,2014-08-28,650000.0,1.0,8266,high_standard
7223,1525079069,2014-07-08,650000.0,3.0,57499,high_standard
15367,5113400364,2015-01-26,650000.0,1.5,6383,high_standard
17437,4154303125,2015-04-23,650000.0,1.75,7200,high_standard
18800,4037000925,2015-03-27,650000.0,2.25,13450,high_standard
633,8832900550,2014-09-12,650000.0,2.5,11575,high_standard
1600,1531000140,2014-07-01,650000.0,2.5,46748,high_standard
4057,318500300,2014-09-19,650000.0,2.75,6240,high_standard
3215,868001295,2014-10-29,650000.0,1.75,10819,high_standard
9239,3022079080,2014-07-15,650000.0,2.5,222156,high_standard
8903,3578600201,2014-07-31,650000.0,2.5,5576,high_standard
6057,7691800130,2014-08-26,650000.0,2.5,6720,high_standard
8844,4178600100,2014-07-21,650000.0,2.5,12997,high_standard
19576,4038600300,2014-09-02,650000.0,3.0,15535,high_standard
18785,4054710090,2015-03-20,650000.0,2.5,37042,high_standard
10083,2767704860,2014-07-28,650000.0,1.75,5000,high_standard
20771,6762700376,2014-11-26,650000.0,2.75,1251,high_standard
9242,5315100805,2014-12-18,650000.0,1.75,10245,high_standard
15161,5566100170,2014-10-29,650000.0,2.0,11914,high_standard
3105,7308900490,2014-07-14,650000.0,2.5,8073,high_standard
573,1189000030,2014-06-03,650000.0,2.75,5040,high_standard
11503,9294300070,2014-05-02,650000.0,2.0,5000,high_standard
12133,3188100105,2014-11-07,650000.0,2.5,6820,high_standard
405,9385200055,2014-09-12,650000.0,3.25,2000,high_standard
9258,2387400120,2014-09-29,650000.0,2.5,6005,high_standard
9924,5318101040,2014-07-31,650000.0,1.0,6000,high_standard
15078,4083300595,2014-12-08,650000.0,1.0,4240,high_standard
12458,6696800030,2014-09-23,650000.0,2.5,10186,high_standard
6125,6430500233,2015-04-16,650000.0,2.0,3075,high_standard
5546,1562000050,2015-04-28,650000.0,2.75,7865,high_standard
16362,7852170130,2015-04-21,650000.0,2.75,5335,high_standard
15406,2880100795,2014-11-05,650000.0,2.5,3750,high_standard
1473,6690500320,2014-10-27,650000.0,1.0,5992,high_standard
6037,2867100190,2014-06-18,650000.0,1.75,4500,high_standard
4727,6646200090,2014-08-19,650000.0,3.5,15704,high_standard
784,686500030,2014-12-02,650000.0,2.75,10003,high_standard
2383,2126059234,2014-09-24,650000.0,3.5,10018,high_standard
12244,5418200340,2014-10-13,650000.0,2.5,9450,high_standard
10449,5244800125,2014-08-05,650000.0,1.75,2310,high_standard
11666,3526039074,2014-06-25,650000.0,2.75,16532,high_standard
6943,1377300020,2015-02-19,650000.0,1.5,8448,high_standard
13719,7811100230,2014-07-24,650000.0,2.75,15810,high_standard
18404,2324079057,2015-03-02,650000.0,2.0,257875,high_standard
20956,4188300180,2014-11-12,650000.0,2.5,7288,high_standard
20994,1972201772,2015-04-09,650000.0,2.5,690,high_standard
15,9297300055,2015-01-24,650000.0,3.0,5000,high_standard
12773,6979900330,2015-03-25,650000.0,2.5,28298,high_standard
17099,2919201365,2014-06-16,650000.0,2.75,4160,high_standard
4945,7923300285,2015-03-12,650000.0,2.25,9320,high_standard
4629,4151800195,2015-03-30,650000.0,1.0,4840,high_standard
8086,2087700115,2014-11-03,650000.0,1.5,4450,high_standard
6688,1868901190,2014-08-07,650000.0,2.25,2500,high_standard
2507,3629910370,2015-04-10,650000.0,2.5,3600,high_standard
20073,9528101214,2014-10-24,650000.0,3.5,1262,high_standard
4681,1189000645,2014-10-22,650000.0,2.0,3976,high_standard
960,7578200310,2014-11-12,650000.0,2.0,5000,high_standard
9563,3023039231,2014-07-14,650000.0,1.0,91476,high_standard
12276,644000102,2015-04-13,650000.0,1.0,10227,high_standard
5144,3619600143,2014-05-05,650000.0,1.5,9000,high_standard
15789,4045900020,2015-04-13,650000.0,1.5,136778,high_standard
746,9277200111,2014-07-14,650000.0,1.75,5070,high_standard
11388,4221270350,2015-03-23,650000.0,2.5,5284,high_standard
2036,513000550,2014-09-22,650000.0,2.0,5980,high_standard
60,1516000055,2014-12-10,650000.0,2.25,21235,high_standard
7818,1153000040,2015-04-29,650000.0,2.5,9934,high_standard
16088,4310703070,2015-04-13,650000.0,3.0,5000,high_standard
5192,224069145,2015-04-01,650000.0,1.75,54450,high_standard
8159,9201000120,2015-04-22,650000.0,2.25,9927,high_standard
20059,8032700110,2015-04-09,650000.0,2.5,2159,high_standard
11873,1088810160,2014-12-24,650000.0,3.5,10120,high_standard
800,4083305445,2014-08-15,650000.0,2.0,2720,high_standard
4803,871001735,2014-09-11,650000.0,2.25,5120,high_standard
14955,7300200290,2014-05-06,650000.0,3.5,36615,high_standard
4993,9274203190,2014-06-11,650000.0,1.0,5750,high_standard
4537,7280300042,2015-04-01,650000.0,2.25,7220,high_standard
8709,7504010750,2014-09-24,649990.0,2.25,11900,high_standard
4111,522079067,2015-04-08,649950.0,2.5,387684,high_standard
19490,926069009,2014-06-09,649950.0,2.5,63162,high_standard
6946,7997200130,2015-01-28,649950.0,2.5,7500,high_standard
9721,2568300045,2015-03-19,649950.0,2.0,8240,high_standard
10032,2997800075,2014-09-29,649950.0,2.75,1350,high_standard
8470,2141340040,2014-09-11,649950.0,2.5,15304,high_standard
19999,3566800485,2015-02-23,649950.0,3.5,3012,high_standard
